Label,text
0,"@schleeping @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@acha_ajakak @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@jillanaresta @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"@lillgulr @ohmybeautybank Kakk, tipe doyoung kalo dipake basah2an rusak ga yaa? Trus bersihinnya gampang gaa? Dipake jalan jauh ga sakit kan yaa?"
0,"Gak bisa tidur, mata susah ditutup, mungkin engsel mataku rusak gara-gara liat kamu jalan sama dia."
1,PEMALANG DARURAT JALAN RUSAK! - Tandatangani Petisi! https://t.co/O7JgEXL3Km lewat @ChangeOrg_ID
0,"Not so familiar with that kampong and aku pergi dkt jalan mati .. like said before jalan sempit gila, smpai nk nangis dkt situ sbb NK REVERSE KRETA TAK LEPAS WOI😭.. even drive ajiaa je pun tpi tk confident sbb lubang is everywhere and tkde satu rumah pun bukak pagar 😭😭😭😭😭"
0,"Yang pasti, di setiap jalan lurus atau berkelok, pasti ada lubang nya.."
0,@Android_AK_47 @puanmaharani_ri Emangnya 2024 @ganjarpranowo mau nyalon apa???kok ribet banget jalan hidupnya kayak jalan rusak yg menyebar daerah jateng
0,"RT @tijabar: Warga PATI Jawa Tengah Protes Jalan Rusak 

Sekelompok warga melakukan aksi protes karena jalan yang rusak dan berlubang denga…"
0,sange sama jalan yg bergeronjal normal gk si?
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
1,"@williabi jalan rusak juga 
nek udan bahaya"
1,"@AhlulQohwah @emerson_yuntho Daerah jenengan langsung di Red Notice Gus, jalan dibiarin rusak dan tidak ada pembangunan."
0,"Terkadang aku yakin aku takkan mati terlalu cepat, namun terkadang aku begitu khawatir jika kehilangan akalku dan menabrakkan diri pada mobil di jalan raya. Seperti sesuatu ada yang rusak di kepala dan dadaku. Sesak yang tak pernah hilang, ironisnya aku tak tahu apa itu."
0,"Pagi tadi waktu perjalanan ke Magetan, ga sengaja lihat laka bis di tol Mojokerto. Semobil langsung shock karena kondisi bis yg rusak parah setelah nabrak palang papan penunjuk jalan. Pas lihat berita korban MD banyak 😔😔😔"
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"RT @jsthooman: Jadi gaess, temen w hp nya rusak touch screen nya gabisa jalan. Dan berakhir pake mouse lah hp nya😂😂😂 https://t.co/hNfPvcvkL9"
0,"PEMALANG DARURAT JALAN RUSAK! - Tandatangani Petisi! https://t.co/UwcaCy8Qjz lewat @ChangeOrg_ID
@muktiagungwbw @Mansur_Hidayat2 @ganjarpranowo @DPUTR_Pemalang @kabarpemalangID"
0,"Jalan Suka Karya Panam Pekanbaru Dipenuhi Jalan Berlubang
 https://t.co/oi20YL9pE9"
0,"RT @tijabar: Warga PATI Jawa Tengah Protes Jalan Rusak 

Sekelompok warga melakukan aksi protes karena jalan yang rusak dan berlubang denga…"
0,"RT @habornas_j: Ya tapi lingkungan Luar sekolah menyeramkan;
- jalan lingkungan sekolah rusak
- Tidak berpagar, kalau ada ular atau binatan…"
0,"RT @Khojan7: @cybsquad_ @ganjarpranowo Namanya juga gak tau malu,di kasih kesempatan jabatan utk mengangkat harkat dan martabat rakyat Jate…"
1,"lubang maut massehhh, jalan sultan agung ngarep ayam goreng bu tini @JogjaUpdate @merapi_uncover @dishubdiy https://t.co/52YU9I2xww"
0,"Aku drive nak perhatikan kereta sekeliling bukan kena perhatikan lubang sepanjang jalan

Kang nak elak salah satu langgar lagi satu"
0,"Tonton ""Jalan Desa Siong Rusak Dampak Dari Hauling Tambang Yang Diduga Ilegal"" di YouTube https://t.co/BRrcTB0qez"
0,"RT @serambinews: #BeritaNaganRaya
Jalan itu pada Jumat lalu sempat ditanami pohon pisang pada lubang tepatnya di Desa Padang Kecamatan Seun…"
0,"Alih-alih memperbaiki jalan yang sudah berbulan-bulan rusak, orang2 itu meminta kita untuk memaklumi dengan cara ngasih rambu2 ""Kurangi kecepatan, jalan rusak"".

Iya, jalannya rusak. So, what? Benerin lah!"
0,hal yg dikangenin pas kecil adalah tidur di sepanjang jalan saat naik motor dan pegangan jari di lubang setut di celana 😭
0,"#BeritaNaganRaya
Jalan itu pada Jumat lalu sempat ditanami pohon pisang pada lubang tepatnya di Desa Padang Kecamatan Seunagan, Nagan Raya
https://t.co/zDf3fKvYGe"
0,"YTH , @Uki23 @psi_jawatengah 

Sebagai Anggota Teman Ganjar , Seharusnya berkomunikasi pada Capres kebangaannya Yakni Pak Ganjar

Jalan Rusak Parah,Terapi Bupatinya malah meresmikan Bus Wisata Girpasang- Rowo Jombor , Kalau Jalanan rusak gimana..? Demi graha mega jalan tertinggal https://t.co/vuZgLFEc6c"
0,"mana setelahnya naik pesawat lagi haduehhh untung aja ngga lewat jalan berlubang tuh, makin jadi kalo iya😔"
0,"@_cheonjunhyeokk Kadang² takde air tu 24 jam selesai. Merah tu dia kata air banyak sangat. Tapi tempat takungan takde. Dia suruh korek air sendiri. Yg merah kerja selangor tu selalu kuat bising. Raya haritu takdelah kecoh sgt😅

Orang selangor selalu bising jalan macam lubang ba$i."
0,@A100888 Jalan rusak
0,"@AREAJULID jalanannya rusak, banyak polisii tidur. sedangkan orang kaya jalanannya kaya jalan tol"
0,"RT @mediaindonesia: Selain rumah dan tempat usaha, ratusan pohon pelindung di jalan raya juga tumbang. Peristiwa terparah terjadi di Kecama…"
0,"Mau seindah apapun kampung orang tetap saja yang paling indah adalah Pallangga. walaupun banyak tanah dan jalan berlubang, tapi disana saya jatuh cinta."
0,Jalan Rusak Tak Kunjung Diperbaiki Pemerintah Meski Sudah Memakan Korban Jiwa https://t.co/X5gDiyW6qp
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
1,"TPS di Desa Jaten Rusak, Sampah Meluber Hingga Menutupi Jalan https://t.co/lnNl1MC2cz"
1,"Selain rumah dan tempat usaha, ratusan pohon pelindung di jalan raya juga tumbang. Peristiwa terparah terjadi di Kecamatan Sawangan dan Kecamatan Pancoran Mas.

Sumber: https://t.co/rZonclh1mq"
0,"Ada warga lapor sama ketua MUI kalo ada keluarga nya pindah agama. MUI menindak lanjutin, @VIVAcoid naikin beritanya.

Seandainya segampang ini buat naikin berita ""jalan rusak"", ""ketidaktersediaan air bersih"", ""lampu jalan yang rusak"" https://t.co/XNH1DzFfss"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
0,"@convomf Ini awet bgt pliss udah hampir setahun aku pakai ini, dari 2021 june baru 2 bulan lalu rusak kabelnya aja merk kz zs3 (kiri). 
Sekarang baru coba qkz (kanan) jalan 2 bulanan ini masih aman. 
https://t.co/PoFEpBAWkF https://t.co/xAshM1w75D"
0,RT @hmetromy: #Mukah Mandi satu baldi sehari dan terjatuh beberapa kali ketika melalui jalan berlubang untuk ke sekolah antara pengalaman t…
0,RT @hmetromy: #Mukah Mandi satu baldi sehari dan terjatuh beberapa kali ketika melalui jalan berlubang untuk ke sekolah antara pengalaman t…
0,"RT @gaspoll2024: Saat sedang jalan-jalan, abaikan lubang-lubang di jalanan dan nikmati saja guncangannya.

Selamat hari Sabtu!

#gaspoll #G…"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
0,"#Mukah Mandi satu baldi sehari dan terjatuh beberapa kali ketika melalui jalan berlubang untuk ke sekolah antara pengalaman tidak dapat dilupakan Muhamad Tarmizi Awang@Yaacob sejak dihantar mengajar di sekolah pedalaman Sarawak, empat tahun lalu. https://t.co/kcnvOV9wuU"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
0,"Tatanan Hukum Sudah di Rusak Oleh Oligarki...
Melalui Boneka yang ada dalam Jajaran Hukum...

Hasil2 KORUPSI GAJAH..
DI PAKAI UTK suap Para Pengkhianat2 di jajaran Hukum..

Sendi2 DEMOKRASI dr Aspek HUKUM sdh Di bawah Kendali OLIGARKI...

WASPADALAH..
SATU JALAN TERJAL
REVOLUSI . https://t.co/wleHoCPhK1"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
0,"Dalam perjalanan menuju Poskesdes Raba, Yasinta sempat mengalami pendarahan karena jalan yang ditempuh sangat jauh, sekitar 8 kilometer. https://t.co/LzLkkHPhBt"
0,"emang kalau udah nikah itu susah dapat yg frekuensi, tapi setidaknya sebagai pasangan meskipun ga se frekuensi itu sama-sama saling menutupi lubang untuk melalui jalan selanjutnya."
0,"RT @tijabar: Warga PATI Jawa Tengah Protes Jalan Rusak 

Sekelompok warga melakukan aksi protes karena jalan yang rusak dan berlubang denga…"
0,"Byar surat bukti tanah untuk jalan masyarakat 1,5jt
Bayar Pajek motor 750rb
Benerin paralon 4jt
Plan Ngembaliin uang kakak ggara tetangga ungkit tanah buat jalan bersama,  45jt

Plan rehab rumah udah rusak 200jt

Boro"" mikirin beli minyak rambut dll.
Pie iki.

#crazyrich
#tolong"
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"pagi tadi baru lagi mimpiin uler banyak. literally banyak, keluar dr lubang dlm tanah. ceritanya ai lagi jalan betiga gitu, itu uler dari yang kecil sampe yang gede banget keluar dr dalem tanah pas kita lewatin tanah rumput gitu 🥲"
0,"RT @JkrKualaKrai: Projek Menaiktaraf Jalan Menghubungkan Kg.Manek Urai ke Jalan Utama FT008, Kuala Krai, Kelantan

Tarikh Laporan: 15/05/20…"
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"Projek Menaiktaraf Jalan Menghubungkan Kg.Manek Urai ke Jalan Utama FT008, Kuala Krai, Kelantan

Tarikh Laporan: 15/05/2022 (AHAD)

Aktiviti:

1)site clearing 
2)mengorek lubang untuk tanam tiang fiber ray

@JKRMalaysia @JKRKelantan @IrMohdSuhaili @ir_Hafifi https://t.co/3PAnzRMYMQ"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
1,"RT @RANGERmounts: Mohon bapak gubernur Jawa Tengah @ganjarpranowo  dan pihak terkait, jalan alternatif tersebut rusak dan minim penerangan.…"
0,"wkwkwkw abis jalan malah hp rusak tbtb:"""
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"@abilsuhaimi @iamjoelee Setiap tahun bising benda sama, dah byk kemalangan dekat situ. Mmg tidak ada tindakan langsung melainkan tampal sahaja. Then dua tiga hari tampalan terbongkar balik, kena hadap lagi jalan berlubang ni."
0,@orisonmarden @PRFMnews Nih jalan rusak biang keroknya https://t.co/iAE3yO3dK6
0,"@didats jalan berlubang di malang emang fitur mas, biar sepeda gravel kepake 🫢🫢"
0,"Tak faham aku Malaysia ni.

Cukai merata dia amik, tapi jalan berlubang sampai kiamat. barua"
0,"Dan yang menarik dari kota Solo, Transportasi publiknya! Naik bus dan angkot (masih) gratis. Bukan masalah gratisnya, tapi seperti di Jakarta, supir bus dan angkotnya digaji pemkot. Jadi ga kejar setoran. Kenapa Malang gak bisa ngikutin ya. Eh, benerin jalan berlubang aja ga bisa https://t.co/sZZzKbiCt9"
0,"ya Allah jadi inget kejadian gw turbulence hampir sejam waktu flight bangkok-jakarta jg, gw udh mau nangis rasanya 😩✊🏻
naik pesawat rasanya kek naik bus dengan jalan rusak dan berlobang https://t.co/h9BZJYBcIx"
0,@AlawiyahYussof Lepas turap jalan sebulan kemudian berlubang lagi sebab buat asal boleh jer..
0,"Menolak lupa kmrn2 lacak hp ilang trs disamperin ke rmh yg nemu hp. Rasanya kaya mau pindah alam😭 gelap, jalan sempit, rusak bgt, ditengah2 hutan. Untung mapsnya ga salah 😭👍 cuma udh ngebayangin gmna kalo bensin abis. Mana yg bisa nyetir mobil cuma 1 org, yg lain bocil2 https://t.co/exV8JFr3wI"
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"Menurut Herman, untuk pemulihan perekonomian setelah pandemi, pihaknya mengalokasikan dana untuk pembangunan dan perbaikan jalan kabupaten yang kondisinya rusak terutama menuju tempat wisata andalan di selatan Cianjur."
0,Tabe adakah yg ju4al dimsum frozen yg paket bgni di makassar? Mau pesan di oren tpi takut makanannya rusak selama di jalan. Pic lewat TL. https://t.co/vRKSkwdxmN
0,Jalan trans Papua Barat Sorong-Klamono rusak https://t.co/W8Si0QRKNR
0,"@jsciil Aku tadi malam kan ngehindarin lubang jalan pas lagi bawa motor mau kerja, habis itu ada mobil di dekat lubang tsb, dan BAAMMM nabrak mobil, habis itu ada security keluar dan memeriksa isi tas ku sehabis tabrakan, di tasku ada Sajam jd aku di laporin ke polisi"
0,"@namanyaprili @apricottts Iya, yg rusak kan jalan idup lu pada"
0,@namanyaprili @apricottts Masalahnya jalan kalian dah rusak banget
0,Selagi nda siap tu pan borneo. Selagi itu la jalan telupid sandakan berlubang lubang. Percayalah. https://t.co/8MhpPcOEsg
0,BUSET itu mobil ceper bener kalo jalan di jalanan yg rusak gmn yah
0,RT @LintasKalimant1: Bersama Warga Satgas TMMD Sigap Timbun Jalan Berlubang https://t.co/dYB4514HFD
0,"Rusa yang nggak bisa jalan

Rusak tuh

#xixixia"
0,Jalan Trans Papua Barat Sorong-Klamono Rusak Berat - https://t.co/9sIMpjTksk
1,@ganjarpranowo @INABadminton Assalamu'alaikum pak saya mau komplain jalan di desa saya rusak parah padahal jalan buat para petani padi
0,"RT @Swarga15: Ada ustad uculan dari agama lain, juga ada pendeta uculan dari agama lain, baru saja keluar dari pintu lama msk ke pintu baru…"
0,"tw // disgusting
Ada juga istilah khususnya untuk disorder seperti ini (menumpuk sampah), di luar negeri malah ada komunitas khusus untuk membersihkan ruangan-ruangan seperti itu (dari chanel YT dan program televisi) https://t.co/D93cMOmXBw"
1,"@Adrianussatrio ingat sampah masih menumpuk di pembatas tengah jalan tiap pagi mas...
🙈🙈🙈...
Hanya sampeyan yg bisa membersihkan SAMPAH itu ketika menjabat walkot Tangsel nantinya."
0,"lol gue jg sama , pas pindah sampah menumpuk depan kos... disuruh bu kos bersihin, ya gk mau lah.. wong bkn sampah gue https://t.co/VjlC7Lg5Mk"
0,@tanyakanrl Menumpuk sampah makanan hanya akan menambah limbah dan memperburuk bumi... Ga ada salahnya buat abisin makanan sampe bersih 😊
0,"Yang ginian pernah dibahas dulu di acara Oprah, pny kelainan suka menumpuk barang sampah https://t.co/3LDwiyVf51"
0,Siapa nih yang abis makan sate tapi bungkusnya dibuang sembarangan? Yuk biasakan buang sampai bekas makan sate ditempat anorganik untuk mencegah penumpukan sampah #SemangatSalingBantu @Satu_Indonesia https://t.co/zLZUsDM5tq
0,"Warga Pulau Mandangin Resah Atas Penumpukan Sampah https://t.co/g6m2XoTELM

#SalamTangguh
#SalamKemanusiaan
#FPRB
#SahabatTangguh
#SiapkanStrateginya
#BudayaSadarBencana
#BNPB
#KenaliAncamannya
#BPBD
#siapuntukselamat
#sampah"
0,@tvcpan eh ini juga termasuk gangguan mental bukan sii??apa namanya yaa yg suka menumpuk sampah di kamarnya??
0,"@indWUrajaya @gibran_tweet Sy kira pmasalahan sampah bk hny pd sarana prasarana sj tp jg pd perilaku manusianya.
Seandainya dsediakan tmpt sampah sesuai dgn materi/ bahan'y..apakah msyrkt mampu utk memilah &amp; memilih saat membuang?!
Krn nanti hny akan menambah masalah di TPA dgn adanya penumpukan sampah..🙏🏾"
0,"@indria_vitri Termasuk kalo ada barang hilang ya mba vit?
Btw yg di video itu, apakah termasuk ganguan psikologi menumpuk sampah ya"
0,Dari pada kita buang sampah sembarangan atau menumpuk sampah lebih baik kita buat kreatifitas contoh nya sampah plastik#SemangatSalingBantu @Satu_Indonesia https://t.co/5HtErnks8H
0,@millysssssss Sebelum tidur sprei harus rapi. Sampah menumpuk gini jelas tidak mungkin terjadi karna kerjanya tiap hari buang sampah 🙃
0,"Sehat itu mudah kalau kita menjaga nya,makannya ayo guys jangan menumpuk sampah #SemangatSalingBantu @Satu_Indonesia Mari memilah sampah yang bisa didaur ulang atau sampah yang bisa dibuang https://t.co/7SA9egYQR2"
0,Kalau beli makanan bisa langsung dipilih sampahnya supaya tidak menumpuk #SemangatSalingBantu @Satu_Indonesia pisahkan sampah yang bisa didaur ulang supaya tidak menjadi ladang kuman https://t.co/dZvYyRDjwL
0,"Hoarning disorder , sakit jiwa menumpuk sampah . https://t.co/bdNXEVMvWf"
1,Jorok! Sampah Menumpuk di Jalan Terminal Penggung-Stasiun Ceper Klaten https://t.co/7G66ygu5rn
0,"Revisi dikit 
1. Kurangi &amp; stop kemasan  gelas, botol, galon berbahan plastik yg berpotensi menumpuk sampah.
2. Terkait regulasi galon, @BPOM_RI perlu mengkaji lg fungsi peraturan nya no 20/2019 krn disana ada penjelasan ambang batas
3.Kalau mau ada pelabelan, terapkan scr merata https://t.co/CHBsm3A25G"
0,@tvcpan Iyaaa ini gangguan mental memang. Yg suka menumpuk sampah sampe kayak di pembuangan. Kasian banget memang.
1,"Sampah Menumpuk dan Meresahkan, Masyarakat Taluak Banuhampu Gotong Royong https://t.co/cJxymYGoWj"
0,"Pilah sampah sama dengan membantu bumi jadi bernapas loh! Mengurangi sampah yang menumpuk #SemangatSalingBantu 
@Satu_Indonesia https://t.co/0fcKlqpiKg"
0,Pilah sampah sesuai jenisnya yuk! Biar membantu mengurangi sampah yang berlebih dan menumpuk #SemangatSalingBantu @Satu_Indonesia https://t.co/Bm62tCBmpr
0,Penumpukan sampah tidak akan bertahan lama. https://t.co/jL8ugNDU5N
0,"Dunia masih belum menemukan solusi atas perubahan iklim, emisi, limbah plastik

Lebah2 pada mati
Sampah yg makin menumpuk di the great pasific garbage patch

Jadi orang2 yg masih mikir semua orang harus punya anak mengira dirinya membantu dunia dengan memerangi LGBTQ itu lawak 🤡"
0,"Kelen tu Kalo beli makanan bisa langsung dipilih sampahnya supaya tidak menumpuk , ingat jd org pembersih la #SemangatSalingBantu @Satu_Indonesia pisahkan sampah yang bisa didaur ulang supaya tidak menjadi ladang kuman https://t.co/G2vFDqUmoM"
0,"@hyuckpacar Yg punya kucing byk tp tdk bisa jaga kebersihan, sampah dan barang bekas menumpuk, itu mah sdh hoarder namanya"
0,Selalu pisahin sampah organik dan sampah anorganik biar bisa kurangin penumpukan sampah #SemangatSalingBantu @Satu_indonesia
0,Pelan-pelan pisahin sampah organik dan sampah anorganik yuk untuk kurangin penumpukan sampah yang ada #SemangatSalingBantu @Satu_indonesia
0,"Apa lg nih yang ditunggu lagi,yuk saling memilah sampah sehabis kita gunakan,supaya bagus buat lingkungan kita #SemangatSalingBantu @Satu_Indonesia dan terhindar dari segala penyakit yang ada dari sampah menumpuk https://t.co/Cr5ieBMoHN"
0,"kita harus menjaga lingkungan, banyak sampah di halaman rumah mu sebaiknya dibersihkan ya guys, jangan sampai menumpuk bisa jadi bibit penyakit loh #SemangatSalingBantu @Satu_Indonesia https://t.co/AJ5d0I8vrY"
0,Mari memilah sampah organik dan sampah anorganik yuk! Mulai dari sekarang biar bisa kurangin penumpukan sampah #SemangatSalingBantu @Satu_indonesia https://t.co/sjKyCAH5Sg
0,"Yuk kita mulai dari diri sendiri untuk mengurangi penumpukan sampah, bisa mulai pisahin sampah organik dan sampah anorganik  #SemangatSalingBantu @Satu_indonesia https://t.co/6kxWJzvEZp"
0,"Mudahkan bestie buat memilah sampah yang habis kita gunakan ,mulailah #SemangatSalingBantu @Satu_Indonesia jadi gak ada lagi deh sampah yang menumpuk dimana mana,ayo jangan lupa ya bestie selalulah melakukan memilah sampah pada tempat nya https://t.co/50blDMWCFn"
0,"Biar gk terjadi penumpukan sampah di lingkungan kita, yuk saling bantu untuk memilah sampah, supaya kita bisa hidup lebih sehat dan aman dari pencemaran lingkungan guys #SemangatSalingBantu @SATU_Indonesia https://t.co/JucxVPzpdG"
0,"Bumi kita sudah perlu banget dijaga,dari hal memilah sampah juga sangat bermanfaat,semakin banyak penumpukan sampah yang menyebabkan banjir dimana mana ,mulailah #SemangatSalingBantu @Satu_Indonesia ayo saling bantu jaga Bumi kita ya https://t.co/pubB1K7R3X"
0,"Sehat itu simpel kalau kita menjaga nya,makannya ayo guys jangan menumpuk sampah #SemangatSalingBantu @Satu_Indonesia Mari memilah sampah yang bisa didaur ulang atau sampah yang bisa dibuang https://t.co/XRNFUsRAOi"
0,"Biar tidak terjadi penumpukan sampah di lingkungan kita,mari saling membantu untuk memilah sampahnya ,supaya kita bisa hidup lebih sehat dan aman dari pencemaran lingkungan ,mulailah #SemangatSalingBantu @SATU_Indonesia https://t.co/GDIAkX6IVw"
0,"Eiiiits gaissss, jangan sampah salah ya buang sampah organik ke tempat sampah anorganik. Coba pisahin ya sampah anorganik dan sampah organik supaya sampah tidak terus menerus menumpuk #SemangatSalingBantu @Satu_indonesia https://t.co/gHZjTjYGa2"
0,"Gerakan untuk memisahkan sampah organik dan sampah anorganik ini penting bgt, loh gais. Jadi bisa mengurangi penumpukan sampah deh! #SemangatSalingBantu @Satu_indonesia https://t.co/EUCvb1wT1w"
0,"Kuy Guys,apalagi yang ditunggu,mulailah memilah sampah dan membuat nya sesuai tempatnya #SemangatSalingBantu @Satu_Indonesia supaya semua nya terhindar dari penyakit dan tidak terjadi penumpukan sampah https://t.co/hy4nX20eAs"
0,"Ayolah jangan kalian biarkan sampah yang menumpuk menimbulkan penyakit di sekitar kalian , segera buanglah dan jangan lupa dipilah dulu ya jenis sampahnya #SemangatSalingBantu @Satu_Indonesia https://t.co/kxsUAfMUpp"
0,yuk yuk kita pisahkan sampah organik dan anorganik sesuai dengan jenisnya agar tidak menumpuk #SemangatSalingBantu @Satu_indonesia https://t.co/ALo5jAaBwl
0,"Ayo, tunggu apalagi, yuk mulailah memilah sampah dari sekarang dan membuangnya sesuai tempatnya #SemangatSalingBantu @Satu_Indonesia agar semua terhindar dari penyakit dan tidak terjadi penumpukan sampah https://t.co/NnAQXphPL6"
0,tau gasih hal yang bisa menghindari penumpukan sampah itu ya dengan cara memilah sampah sesuai jenisnya yuk #SemangatSalingBantu @Satu_Indonesia https://t.co/yqrLHaPY6X
0,Bestie-bestie jangan sampai salah ya buang sampah organik ke tempat sampah anorganik. Coba pisahin ya sampah anorganik dan sampah organik supaya sampah tidak terus menerus menumpuk #SemangatSalingBantu @Satu_indonesia https://t.co/x1g3YL2KQ7
0,"Bumi kita sudah perlu banget dijaga,dari hal memilah sampah juga sangat bermanfaat,semakin banyak penumpukan sampah yang menyebabkan banjir dimana mana #SemangatSalingBantu @Satu_Indonesia ayo saling bantu jaga Bumi kita ya https://t.co/drVTxMq7yl"
0,"Biar tidak terjadi penumpukan sampah di lingkungan kita,mari saling membantu untuk memilah sampahnya ,supaya kita bisa hidup lebih sehat dan aman dari pencemaran lingkungan #SemangatSalingBantu @Satu_Indonesia https://t.co/HmJ8Y3FAZw"
0,"Ayo,apalagi yang ditunggu guys ,mulailah memilah sampah dan membuat nya sesuai tempatnya #SemangatSalingBantu @Satu_Indonesia supaya semua nya terhindar dari penyakit dan tidak terjadi penumpukan sampah https://t.co/xQZRQeucGe"
0,dengan misahin antara sampah organik dan anorganik tuh bisa ngurangin penumpukan sampah di laut loh guys bayangin deh kalo kita kompak buat pilah sampah bisa bersih tuh laut kita #SemangatSalingBantu @Satu_indonesia https://t.co/NBgNqS4hyj
0,"Bumi kita sudah perlu banget dijaga, dari hal memilah sampah juga sangat bermanfaat,semakin banyak penumpukan sampah yang menyebabkan banjir dimana mana #SemangatSalingBantu @Satu_Indonesia ayo saling bantu jaga Bumi kita ya https://t.co/Mr8D8UAEFB"
0,"Biar tidak terjadi penumpukan sampah di lingkungan kita, mari saling membantu untuk memilah sampahnya ,supaya kita bisa hidup lebih sehat dan aman dari pencemaran lingkungan #SemangatSalingBantu @Satu_Indonesia https://t.co/CxaMoSHrxk"
0,"Ayo, apalagi yang ditunggu guys ,mulailah memilah sampah dan membuatnya sesuai tempatnya  supaya semuanya terhindar dari penyakit dan tidak terjadi penumpukan sampah #SemangatSalingBantu @Satu_Indonesia https://t.co/Kcn220HKCl"
0,"cuma mau ngingetin nih kalau kita pisahin sampah organik dan sampah anorganik, ternyata kita bisa kurangin penumpukan sampah yang ada di laut loh, yuk mulai #SemangatSalingBantu @SATU_Indonesia https://t.co/gXaeWDc4OQ"
0,"gerakan untuk memisahkan sampah organik dan sampah anorganik ini penting loh, bisa mengurangi penumpukan sampah deh! #SemangatSalingBantu @SATU_Indonesia https://t.co/29iPJD6GBn"
0,Yuk biasain buat pisahin sampah organik dan sampah anorganik ya buat kurangin penumpukan sampah #SemangatSalingBantu @Satu_indonesia https://t.co/ouZTmYk7TE
0,"@healthy13245678 No mask jg mbak kecuali daérah polusi tinggi 😁😁
Pemakaian masker terlalu lama bukannya sdh ada bukti penumpukan sampah micro plastic d paru2.."
0,"Papan Larangan Dicuekin, Sampah Menumpuk di sisi Jalan Raya AMD Timur Pandeglang https://t.co/3v6bJTYvQ3"
0,FOTO : Sampah Menumpuk di Gatsu Bandung https://t.co/lxdeft3WRc
0,Mulai dari kita dulu yok yang melakukan gerakan memilah sampah biar tetangga atau siapapun orang di sekitar kita pada ikutan semua sehingga oada akhirnya tidak terjadi penumpukan sampah lagi #SemangatSalingBantu @Satu_indonesia https://t.co/YtZvQI6cyo
0,rajin rajin memilah sampah yuk biar membantu mengurangi penumpukan sampah @SATU_Indonesia #SemangatSalingBantu https://t.co/q3hfwCSjjN
0,@UPTPS_DLHbdg @ElshintaBandung @PRFMnews @dlh_kotabandung @kangyanamulyana @UPTPS_DLHbdg sampah yang menumpuk dari sebelum lebaran blm diangkut sampai saat ini.
0,"Oiya Nih Bila banyak sampah di halaman rumah mu sebaiknya dibersihkan ya guys, jangan sampai loj  menumpuk gitu bisa jadi bibit penyakit loh #SemangatSalingBantu @Satu_indonesia https://t.co/mDD5922O0i"
0,"Peduli sama lingkungan ga usah ribet2 kok bestie,Ga keluar duit jugaa:) kita bisa memulai dari memilah sampah,Buang sampah pada tempatnya. Gak menumpuk sampah, membersihkan selokan dari sampah. Mudah bukan? Makannya ayo mencobanya bestieeee #SemangatSalingBantu @SATU_Indonesia https://t.co/mRNE8BxVgG"
